variant,model_display_name,wire_dice,mover_dice,mean_foreground_dice,wire_boundary_f1,wire_hd95_px,parameters_million,latency_mean_ms,latency_mean_std_ms,latency_median_ms,latency_p95_ms,fps_from_mean_latency,peak_vram_mean_mb
unet_wire10,U-Net,0.8889410901576659,0.98984428740802,0.939392688782843,0.8467561944358345,6.017652406094247,24.436659000000002,75.74605068630642,0.2403623276989349,75.74935404459636,75.84340413411458,13.202008433962918,2176.8466796875
yolo26_wire5,YOLO26s-Sem,0.8857919369786779,0.9913571057594448,0.9385745213690612,0.8351643680378399,6.456374505212879,6.499014,24.53211809794108,0.021787234696677905,24.533867200215656,24.58471476236979,40.7628887162388,1227.05908203125
unetplusplus_frozenbn,U-Net++,0.8791141990590491,0.9917221096404786,0.9354181543497638,0.8067023512164132,6.530441003275851,26.078898999999996,176.63405083550347,0.6417344083775485,176.53316243489584,177.2580520629883,5.661422558503651,5772.87353515625
segformer_wire10,SegFormer-B0,0.8784343891020178,0.9912070839928248,0.9348207365474211,0.8072164702214701,6.501041602567677,3.714915,220.90415818956163,0.4680297457965371,220.9201456705729,221.22072626749673,4.526850052056887,3210.89111328125
pidnet_pretrained_frozenbn,PIDNet-S,0.8808595271840857,0.9882940282480238,0.9345767777160549,0.8199186861744182,6.63635489228519,7.623651,24.2196038140191,0.026607240202352497,24.218122482299805,24.251694361368816,41.28886697234772,496.72607421875
deeplab_wire5,DeepLabV3+,0.8771244483635495,0.9882399041152294,0.9326821762393896,0.8013381547005659,6.560102470411064,22.437971,52.932267846001515,0.1411719551539389,52.9279842376709,53.09146258036296,18.892067933105565,2316.53271484375
hrnet_wire10,HRNet-W18-Small-v2,0.8626273190087804,0.9922180041910592,0.9274226615999198,0.7630052511339036,8.972779763594048,5.619475,96.62037412855359,0.13227882419187317,96.66286849975586,96.89833615620933,10.349783976922902,5292.1591796875
